INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
SE.CLO.15Y.LDGAP.M.PS.2018.M,Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for math,M,_T,_T,_Z,SE.CLO.15Y.LDGAP.M.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for math,CHL,Chile,"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for math, Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033025511074811,,,,,
SE.CLO.15Y.LDGAP.R.PS.2000.2,"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading, Second Quintile",_T,_T,_T,WB_EDSTATS_Q2,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,RUS,Russian Federation,"Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for reading, Second Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0047895894385874,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2000.A,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,_T,_T,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,CAN,Canada,Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0130236968398094,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2000.F,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,F,_T,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,LIE,Liechtenstein,"Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for reading, Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078530209138989,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2000.M,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,M,_T,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,LUX,Luxembourg,"Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for reading, Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0048155346885324,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2000.U,"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading, Urban",_T,URB,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,SWE,Sweden,"Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for reading, Urban",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0106698926538229,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2006.3,"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading, Third Quintile",_T,_T,_T,WB_EDSTATS_Q3,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,GBR,United Kingdom,"Learning Deprivation Gap;PISA 2006 for grade 15Y using MPL Level 2 for reading, Third Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0097185214981437,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2006.3,"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading, Third Quintile",_T,_T,_T,WB_EDSTATS_Q3,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,URY,Uruguay,"Learning Deprivation Gap;PISA 2006 for grade 15Y using MPL Level 2 for reading, Third Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051321880891919,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2006.F,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,F,_T,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,CHL,Chile,"Learning Deprivation Gap;PISA 2006 for grade 15Y using MPL Level 2 for reading, Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051573296077549,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2006.F,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,F,_T,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,KOR,"Korea, Rep","Learning Deprivation Gap;PISA 2006 for grade 15Y using MPL Level 2 for reading, Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0290999095886946,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2009.1,Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading,_T,_T,_T,WB_EDSTATS_Q1,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,CZE,Czechia,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, First Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035037284251302,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2009.2,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Second Quintile",_T,_T,_T,WB_EDSTATS_Q2,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,AZE,Azerbaijan,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Second Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025541353970766,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2009.2,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Second Quintile",_T,_T,_T,WB_EDSTATS_Q2,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,CZE,Czechia,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Second Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0047771502286196,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2009.4,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Fourth Quintile",_T,_T,_T,WB_EDSTATS_Q4,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,CRI,Costa Rica,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Fourth Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0048756329342723,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2009.5,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Fifth Quintile",_T,_T,_T,WB_EDSTATS_Q5,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,CRI,Costa Rica,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Fifth Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099541936069727,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2009.F,Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading,F,_T,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,FIN,Finland,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0327648818492889,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2009.F,Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading,F,_T,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,THA,Thailand,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030843883287162,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2009.U,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Urban",_T,URB,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,BGR,Bulgaria,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Urban",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054187867790461,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2012.3,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Third Quintile",_T,_T,_T,WB_EDSTATS_Q3,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,KAZ,Kazakhstan,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Third Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028262543492019,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2012.4,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Fourth Quintile",_T,_T,_T,WB_EDSTATS_Q4,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,BRA,Brazil,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Fourth Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035837746690959,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2012.5,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Fifth Quintile",_T,_T,_T,WB_EDSTATS_Q5,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,JPN,Japan,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Fifth Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0190772973001003,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2012.F,Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading,F,_T,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,CHE,Switzerland,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0120498398318887,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2012.M,Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading,M,_T,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,USA,United States,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0060862307436764,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2012.U,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Urban",_T,URB,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,LIE,Liechtenstein,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Urban",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084406593814492,,,,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2015.1,Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for reading,_T,_T,_T,WB_EDSTATS_Q1,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,GRC,Greece,"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for reading, First Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038141426630318,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2015.U,"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for reading, Urban",_T,URB,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,PER,Peru,"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for reading, Urban",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036022621206939,,,,,,,,
SE.CLO.15Y.LDGAP.R.PS.2018.4,"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Fourth Quintile",_T,_T,_T,WB_EDSTATS_Q4,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,SAU,Saudi Arabia,"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Fourth Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035899193026125,,,,,
SE.CLO.15Y.LDGAP.R.PS.2018.5,"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Fifth Quintile",_T,_T,_T,WB_EDSTATS_Q5,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,ISR,Israel,"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Fifth Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0115876672789454,,,,,
SE.CLO.15Y.LDGAP.R.PS.2018.5,"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Fifth Quintile",_T,_T,_T,WB_EDSTATS_Q5,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,XKX,Kosovo,"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Fifth Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026907238643616,,,,,
SE.CLO.15Y.LDGAP.R.PS.2018.R,"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Rural",_T,RUR,_T,_Z,SE.CLO.15Y.LDGAP.R.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading,MAR,Morocco,"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Rural",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026900339871645,,,,,
SE.CLO.15Y.LDGAP.S.PS.2000.3,"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Third Quintile",_T,_T,_T,WB_EDSTATS_Q3,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,CZE,Czechia,"Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for science, Third Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100105591118336,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2000.3,"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Third Quintile",_T,_T,_T,WB_EDSTATS_Q3,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,KOR,"Korea, Rep","Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for science, Third Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0261303950101137,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2000.5,"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Fifth Quintile",_T,_T,_T,WB_EDSTATS_Q5,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,LVA,Latvia,"Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for science, Fifth Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0090607665479183,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2000.F,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,F,_T,_T,_Z,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,LIE,Liechtenstein,"Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for science, Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0047862785868347,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2000.M,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,M,_T,_T,_Z,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,ROU,Romania,"Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for science, Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038649276830256,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2000.M,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,M,_T,_T,_Z,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,USA,United States,"Learning Deprivation Gap;PISA 2000 for grade 15Y using MPL Level 2 for science, Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069492380134761,,,,,,,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2006.1,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,_T,_T,_T,WB_EDSTATS_Q1,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,ITA,Italy,"Learning Deprivation Gap;PISA 2006 for grade 15Y using MPL Level 2 for science, First Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035044448450208,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2006.2,"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Second Quintile",_T,_T,_T,WB_EDSTATS_Q2,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,AZE,Azerbaijan,"Learning Deprivation Gap;PISA 2006 for grade 15Y using MPL Level 2 for science, Second Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017728374805301,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2006.M,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,M,_T,_T,_Z,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,GRC,Greece,"Learning Deprivation Gap;PISA 2006 for grade 15Y using MPL Level 2 for science, Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054007889702916,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2006.M,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,M,_T,_T,_Z,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,MAC,"Macao SAR, China","Learning Deprivation Gap;PISA 2006 for grade 15Y using MPL Level 2 for science, Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0089268945157528,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2006.R,"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Rural",_T,RUR,_T,_Z,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,CZE,Czechia,"Learning Deprivation Gap;PISA 2006 for grade 15Y using MPL Level 2 for science, Rural",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004567357711494,,,,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2009.1,Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science,_T,_T,_T,WB_EDSTATS_Q1,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,PAN,Panama,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, First Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028274219948798,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2009.2,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Second Quintile",_T,_T,_T,WB_EDSTATS_Q2,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,DEU,Germany,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Second Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0079712579026818,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2009.2,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Second Quintile",_T,_T,_T,WB_EDSTATS_Q2,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,PER,Peru,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Second Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026828064583242,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2009.4,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Fourth Quintile",_T,_T,_T,WB_EDSTATS_Q4,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,TUN,Tunisia,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Fourth Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032394705340266,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2009.F,Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science,F,_T,_T,_Z,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,THA,Thailand,"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032713878899813,,,,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2012.1,Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science,_T,_T,_T,WB_EDSTATS_Q1,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,NZL,New Zealand,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, First Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0046005197800696,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2012.3,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Third Quintile",_T,_T,_T,WB_EDSTATS_Q3,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,ESP,Spain,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Third Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077849803492427,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2012.3,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Third Quintile",_T,_T,_T,WB_EDSTATS_Q3,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,MNE,Montenegro,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Third Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029176496900618,,,,,,,,,,,
SE.CLO.15Y.LDGAP.S.PS.2012.4,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Fourth Quintile",_T,_T,_T,WB_EDSTATS_Q4,SE.CLO.15Y.LDGAP.S.PS,NUMBER,NUMBER,Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science,QAT,Qatar,"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Fourth Quintile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037848306819797,,,,,,,,,,,
